# BHAC15 tracks for low mass stars (0.07 Msun to 1.4 Msun)
#
# L/Ls: log L/Lsun
# g: log g
# R/Rs : R/Rsun
# Li/Li0: ratio of surface lithium abundance to initial abundance
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 0.600     7.762     3869.   -1.128  4.648  0.608  0.000  
 0.600     7.774     3880.   -1.126  4.651  0.606  0.000  
 0.600     7.780     3886.   -1.126  4.653  0.604  0.000  
 0.600     7.792     3898.   -1.123  4.656  0.602  0.000  
 0.600     7.805     3912.   -1.120  4.659  0.600  0.000  
 0.600     7.811     3920.   -1.118  4.661  0.599  0.000  
 0.600     7.823     3935.   -1.114  4.664  0.597  0.000  
 0.600     7.830     3943.   -1.113  4.665  0.596  0.000  
 0.600     7.842     3958.   -1.109  4.668  0.594  0.000  
 0.600     7.855     3974.   -1.105  4.671  0.592  0.000  
 0.600     7.861     3982.   -1.103  4.673  0.591  0.000  
 0.600     7.874     3997.   -1.099  4.676  0.589  0.000  
 0.600     7.880     4006.   -1.097  4.677  0.588  0.000  
 0.600     7.893     4023.   -1.093  4.680  0.586  0.000  
 0.600     7.899     4032.   -1.091  4.682  0.584  0.000  
 0.600     7.912     4047.   -1.088  4.685  0.582  0.000  
 0.600     7.919     4055.   -1.086  4.688  0.581  0.000  
 0.600     7.935     4071.   -1.084  4.692  0.578  0.000  
 0.600     7.941     4076.   -1.083  4.694  0.577  0.000  
 0.600     7.953     4085.   -1.083  4.697  0.575  0.000  
 0.600     7.964     4092.   -1.083  4.701  0.572  0.000  
 0.600     7.969     4095.   -1.084  4.702  0.571  0.000  
 0.600     7.980     4099.   -1.086  4.706  0.569  0.000  
 0.600     7.991     4100.   -1.089  4.710  0.566  0.000  
 0.600     8.001     4100.   -1.093  4.713  0.564  0.000  
 0.600     8.012     4097.   -1.098  4.717  0.561  0.000  
 0.600     8.022     4091.   -1.104  4.721  0.559  0.000  
 0.600     8.033     4084.   -1.111  4.725  0.556  0.000  
 0.600     8.043     4075.   -1.119  4.729  0.554  0.000  
 0.600     8.053     4065.   -1.126  4.732  0.552  0.000  
 0.600     8.063     4054.   -1.134  4.735  0.550  0.000  
 0.600     8.074     4042.   -1.142  4.738  0.548  0.000  
 0.600     8.085     4030.   -1.150  4.741  0.546  0.000  
 0.600     8.092     4023.   -1.154  4.742  0.546  0.000  
 0.600     8.101     4016.   -1.159  4.743  0.545  0.000  
 0.600     8.110     4008.   -1.163  4.744  0.544  0.000  
 0.600     8.122     4001.   -1.167  4.745  0.544  0.000  
 0.600     8.136     3996.   -1.169  4.745  0.544  0.000  
 0.600     8.151     3992.   -1.171  4.745  0.544  0.000  
 0.600     8.169     3989.   -1.171  4.744  0.544  0.000  
 0.600     8.190     3987.   -1.171  4.743  0.545  0.000  
 0.600     8.214     3986.   -1.170  4.742  0.546  0.000  
 0.600     8.241     3985.   -1.170  4.741  0.546  0.000  
 0.600     8.271     3984.   -1.170  4.740  0.547  0.000  
 0.600     8.305     3981.   -1.170  4.739  0.547  0.000  
 0.600     8.342     3979.   -1.170  4.738  0.548  0.000  
 0.600     8.383     3977.   -1.170  4.738  0.548  0.000  
 0.600     8.427     3975.   -1.170  4.737  0.549  0.000  
 0.600     8.475     3972.   -1.170  4.736  0.549  0.000  
 0.600     8.519     3971.   -1.170  4.735  0.550  0.000  
 0.600     8.559     3970.   -1.170  4.735  0.550  0.000  
 0.600     8.595     3969.   -1.170  4.734  0.550  0.000  
 0.600     8.629     3969.   -1.170  4.734  0.551  0.000  
 0.600     8.660     3969.   -1.169  4.733  0.551  0.000  
 0.600     8.689     3968.   -1.169  4.733  0.551  0.000  
 0.600     8.716     3968.   -1.169  4.732  0.552  0.000  
 0.600     8.742     3968.   -1.168  4.732  0.552  0.000  
 0.600     8.766     3969.   -1.168  4.732  0.552  0.000  
 0.600     8.789     3969.   -1.167  4.731  0.552  0.000  
 0.600     8.811     3969.   -1.167  4.731  0.552  0.000  
 0.600     8.832     3969.   -1.167  4.731  0.553  0.000  
 0.600     8.852     3968.   -1.167  4.731  0.553  0.000  
 0.600     8.871     3968.   -1.166  4.730  0.553  0.000  
 0.600     8.889     3968.   -1.166  4.730  0.553  0.000  
 0.600     8.906     3968.   -1.166  4.730  0.553  0.000  
 0.600     8.923     3968.   -1.166  4.730  0.553  0.000  
 0.600     8.939     3968.   -1.166  4.729  0.554  0.000  
 0.600     8.955     3968.   -1.166  4.729  0.554  0.000  
 0.600     8.970     3967.   -1.165  4.729  0.554  0.000  
 0.600     8.984     3967.   -1.165  4.729  0.554  0.000  
 0.600     8.998     3967.   -1.165  4.728  0.554  0.000  
 0.600     9.012     3967.   -1.165  4.728  0.554  0.000  
 0.600     9.025     3967.   -1.165  4.728  0.554  0.000  
 0.600     9.038     3967.   -1.165  4.728  0.554  0.000  
 0.600     9.050     3967.   -1.164  4.728  0.555  0.000  
 0.600     9.062     3967.   -1.164  4.728  0.555  0.000  
 0.600     9.074     3967.   -1.164  4.727  0.555  0.000  
 0.600     9.085     3967.   -1.164  4.727  0.555  0.000  
 0.600     9.097     3967.   -1.164  4.727  0.555  0.000  
 0.600     9.108     3967.   -1.163  4.727  0.555  0.000  
 0.600     9.118     3967.   -1.163  4.727  0.555  0.000  
 0.600     9.128     3967.   -1.163  4.727  0.555  0.000  
 0.600     9.139     3968.   -1.163  4.726  0.555  0.000  
 0.600     9.148     3968.   -1.163  4.726  0.555  0.000  
 0.600     9.158     3968.   -1.163  4.726  0.556  0.000  
 0.600     9.168     3968.   -1.162  4.726  0.556  0.000  
 0.600     9.177     3968.   -1.162  4.726  0.556  0.000  
 0.600     9.186     3968.   -1.162  4.726  0.556  0.000  
 0.600     9.195     3968.   -1.162  4.726  0.556  0.000  
 0.600     9.204     3968.   -1.162  4.726  0.556  0.000  
 0.600     9.212     3968.   -1.162  4.725  0.556  0.000  
 0.600     9.220     3968.   -1.161  4.725  0.556  0.000  
 0.600     9.229     3968.   -1.161  4.725  0.556  0.000  
 0.600     9.237     3968.   -1.161  4.725  0.556  0.000  
 0.600     9.245     3969.   -1.161  4.725  0.556  0.000  
 0.600     9.252     3969.   -1.161  4.725  0.556  0.000  
 0.600     9.260     3969.   -1.161  4.725  0.557  0.000  
 0.600     9.267     3969.   -1.160  4.725  0.557  0.000  
 0.600     9.275     3969.   -1.160  4.724  0.557  0.000  
 0.600     9.282     3969.   -1.160  4.724  0.557  0.000  
 0.600     9.289     3969.   -1.160  4.724  0.557  0.000  
 0.600     9.296     3969.   -1.160  4.724  0.557  0.000  
 0.600     9.303     3969.   -1.160  4.724  0.557  0.000  
 0.600     9.310     3970.   -1.159  4.724  0.557  0.000  
 0.600     9.317     3970.   -1.159  4.724  0.557  0.000  
 0.600     9.323     3970.   -1.159  4.724  0.557  0.000  
 0.600     9.330     3970.   -1.159  4.724  0.557  0.000  
 0.600     9.336     3970.   -1.159  4.723  0.557  0.000  
 0.600     9.342     3970.   -1.159  4.723  0.557  0.000  
 0.600     9.349     3970.   -1.158  4.723  0.557  0.000  
 0.600     9.355     3970.   -1.158  4.723  0.558  0.000  
 0.600     9.361     3971.   -1.158  4.723  0.558  0.000  
 0.600     9.367     3971.   -1.158  4.723  0.558  0.000  
 0.600     9.373     3971.   -1.158  4.723  0.558  0.000  
 0.600     9.378     3971.   -1.158  4.723  0.558  0.000  
 0.600     9.384     3971.   -1.158  4.723  0.558  0.000  
 0.600     9.390     3971.   -1.157  4.723  0.558  0.000  
 0.600     9.395     3971.   -1.157  4.722  0.558  0.000  
 0.600     9.401     3972.   -1.157  4.722  0.558  0.000  
 0.600     9.406     3972.   -1.157  4.722  0.558  0.000  
 0.600     9.412     3972.   -1.157  4.722  0.558  0.000  
 0.600     9.417     3972.   -1.157  4.722  0.558  0.000  
 0.600     9.422     3972.   -1.156  4.722  0.558  0.000  
 0.600     9.427     3972.   -1.156  4.722  0.558  0.000  
 0.600     9.432     3972.   -1.156  4.722  0.558  0.000  
 0.600     9.438     3973.   -1.156  4.722  0.558  0.000  
 0.600     9.443     3973.   -1.156  4.722  0.559  0.000  
 0.600     9.447     3973.   -1.156  4.721  0.559  0.000  
 0.600     9.452     3973.   -1.155  4.721  0.559  0.000  
 0.600     9.457     3973.   -1.155  4.721  0.559  0.000  
 0.600     9.462     3973.   -1.155  4.721  0.559  0.000  
 0.600     9.467     3973.   -1.155  4.721  0.559  0.000  
 0.600     9.471     3974.   -1.155  4.721  0.559  0.000  
 0.600     9.476     3974.   -1.155  4.721  0.559  0.000  
 0.600     9.481     3974.   -1.155  4.721  0.559  0.000  
 0.600     9.485     3974.   -1.154  4.721  0.559  0.000  
 0.600     9.490     3974.   -1.154  4.721  0.559  0.000  
 0.600     9.494     3974.   -1.154  4.721  0.559  0.000  
 0.600     9.498     3975.   -1.154  4.721  0.559  0.000  
 0.600     9.503     3975.   -1.154  4.720  0.559  0.000  
 0.600     9.507     3975.   -1.154  4.720  0.559  0.000  
 0.600     9.511     3975.   -1.153  4.720  0.559  0.000  
 0.600     9.516     3975.   -1.153  4.720  0.559  0.000  
 0.600     9.520     3975.   -1.153  4.720  0.560  0.000  
 0.600     9.524     3975.   -1.153  4.720  0.560  0.000  
 0.600     9.528     3976.   -1.153  4.720  0.560  0.000  
 0.600     9.532     3976.   -1.153  4.720  0.560  0.000  
 0.600     9.536     3976.   -1.153  4.720  0.560  0.000  
 0.600     9.540     3976.   -1.152  4.720  0.560  0.000  
 0.600     9.544     3976.   -1.152  4.720  0.560  0.000  
 0.600     9.548     3976.   -1.152  4.720  0.560  0.000  
 0.600     9.552     3977.   -1.152  4.719  0.560  0.000  
 0.600     9.556     3977.   -1.152  4.719  0.560  0.000  
 0.600     9.559     3977.   -1.152  4.719  0.560  0.000  
 0.600     9.563     3977.   -1.151  4.719  0.560  0.000  
 0.600     9.567     3977.   -1.151  4.719  0.560  0.000  
 0.600     9.571     3977.   -1.151  4.719  0.560  0.000  
 0.600     9.574     3978.   -1.151  4.719  0.560  0.000  
 0.600     9.578     3978.   -1.151  4.719  0.560  0.000  
 0.600     9.582     3978.   -1.151  4.719  0.560  0.000  
 0.600     9.585     3978.   -1.151  4.719  0.560  0.000  
 0.600     9.589     3978.   -1.150  4.719  0.560  0.000  
 0.600     9.592     3978.   -1.150  4.719  0.561  0.000  
 0.600     9.596     3979.   -1.150  4.718  0.561  0.000  
 0.600     9.599     3979.   -1.150  4.718  0.561  0.000  
 0.600     9.603     3979.   -1.150  4.718  0.561  0.000  
 0.600     9.606     3979.   -1.150  4.718  0.561  0.000  
 0.600     9.610     3979.   -1.149  4.718  0.561  0.000  
 0.600     9.613     3979.   -1.149  4.718  0.561  0.000  
 0.600     9.616     3980.   -1.149  4.718  0.561  0.000  
 0.600     9.620     3980.   -1.149  4.718  0.561  0.000  
 0.600     9.623     3980.   -1.149  4.718  0.561  0.000  
 0.600     9.626     3980.   -1.149  4.718  0.561  0.000  
